,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,present_prize
1187,Hyundai,2008,150000,70950,Diesel,Individual,Manual,Second Owner,180000
1188,Hyundai,2013,300000,90000,Diesel,Individual,Manual,First Owner,422819
1189,Hyundai,2015,375000,72000,Diesel,Individual,Manual,First Owner,466572
1190,Maruti,2013,390000,90000,Diesel,Individual,Manual,First Owner,547380
1191,Hyundai,2017,600000,10000,Petrol,Individual,Manual,First Owner,1047188
1192,Maruti,2014,204999,25000,Petrol,Individual,Manual,Second Owner,245998
1193,Hyundai,2009,270000,80000,Diesel,Individual,Manual,Second Owner,271482
1194,Hyundai,2017,375000,10000,Petrol,Individual,Manual,First Owner,450000
1195,Maruti,2020,700000,1100,Petrol,Individual,Manual,First Owner,1116984
1196,Maruti,2017,455000,40000,Petrol,Individual,Manual,First Owner,769767
1197,Hyundai,2017,375000,10000,Petrol,Individual,Manual,First Owner,621650
1198,Hyundai,2014,341000,31491,Petrol,Individual,Manual,First Owner,369384
1199,Maruti,2014,200000,107143,Diesel,Individual,Manual,Second Owner,240000
1200,Maruti,2017,450000,15000,Petrol,Individual,Automatic,First Owner,743710
1201,Hyundai,2012,170000,50000,Petrol,Individual,Manual,Second Owner,256937
1202,Toyota,2017,1900000,100000,Diesel,Individual,Manual,First Owner,3049358
1203,Mahindra,2016,500000,60000,Diesel,Individual,Manual,First Owner,735038
1204,Maruti,2016,819999,85000,Diesel,Individual,Manual,First Owner,1158176
1205,Maruti,2014,351000,40000,Petrol,Individual,Manual,Second Owner,458072
1206,Hyundai,2011,195000,80000,Petrol,Individual,Manual,Second Owner,238032
1207,Maruti,2008,250000,82000,Diesel,Individual,Manual,Second Owner,272879
1208,Maruti,2008,120000,70000,Petrol,Individual,Manual,Second Owner,186932
1209,Maruti,2009,180000,70000,Petrol,Individual,Manual,Third Owner,216000
1210,Mahindra,2016,430000,20000,Diesel,Individual,Manual,First Owner,500114
1211,Tata,2012,75000,35000,Petrol,Individual,Manual,Second Owner,90000
1212,Mahindra,2017,750000,80000,Diesel,Individual,Manual,First Owner,1302751
1213,Tata,2011,60000,40000,Petrol,Individual,Manual,First Owner,72000
1214,Toyota,2015,1500000,46412,Diesel,Individual,Manual,First Owner,2383136
1215,Mahindra,2011,390000,150000,Diesel,Individual,Manual,Fourth & Above Owner,629316
1216,Mahindra,2016,630000,50000,Diesel,Individual,Manual,First Owner,806833
1217,Tata,2018,1085000,15000,Diesel,Individual,Manual,First Owner,1604178
1218,Hyundai,2012,190000,60000,Petrol,Individual,Manual,Second Owner,228000
1219,Maruti,2018,550000,25000,Petrol,Individual,Automatic,First Owner,951384
1220,Maruti,2012,200000,90000,Petrol,Individual,Manual,Third Owner,257889
1221,Chevrolet,2011,165000,60000,Petrol,Individual,Manual,First Owner,198000
1222,Ford,2013,260000,65000,Diesel,Individual,Manual,First Owner,347538
1223,Maruti,2011,151000,40000,Petrol,Individual,Manual,First Owner,247536
1224,Maruti,2018,780000,50000,Diesel,Individual,Manual,First Owner,1172613
1225,Tata,2012,175000,80000,Diesel,Individual,Manual,Third Owner,193000
1226,Tata,2010,170000,107500,Diesel,Dealer,Manual,First Owner,203924
1227,Tata,2013,210000,135000,Diesel,Dealer,Manual,Second Owner,252181
1228,Maruti,2007,90000,43826,Petrol,Dealer,Manual,Second Owner,108000
1229,Hyundai,2016,535000,55838,Petrol,Dealer,Manual,First Owner,890044
1230,Maruti,2007,195000,112880,Diesel,Dealer,Manual,First Owner,234000
1231,Tata,2011,140000,90000,Diesel,Individual,Manual,Third Owner,168000
1232,Nissan,2012,350000,40000,Petrol,Individual,Manual,First Owner,520426
1233,Hyundai,2013,425000,66000,Petrol,Individual,Manual,First Owner,566298
1234,Renault,2017,300000,30300,Petrol,Individual,Manual,First Owner,360000
1235,Volkswagen,2013,340000,85000,Diesel,Individual,Manual,Second Owner,408000
1236,Maruti,2009,250000,80659,Petrol,Dealer,Manual,First Owner,385958
1237,Chevrolet,2008,170000,81324,Petrol,Dealer,Manual,First Owner,204000
1238,Honda,2013,315000,127884,Diesel,Dealer,Manual,First Owner,471244
1239,Chevrolet,2015,200000,50000,Petrol,Individual,Manual,First Owner,240000
1240,Chevrolet,2016,300000,25000,Petrol,Individual,Manual,First Owner,360000
1241,Honda,2015,300000,66755,Diesel,Dealer,Manual,First Owner,360000
1242,Honda,2013,380000,123084,Petrol,Dealer,Manual,First Owner,465457
1243,Maruti,2009,250000,806599,Petrol,Dealer,Manual,First Owner,411858
1244,Honda,2013,310000,95851,Diesel,Dealer,Manual,First Owner,424780
1245,Maruti,2010,260000,50000,Petrol,Individual,Manual,First Owner,288183
1246,Maruti,2008,150000,50000,Petrol,Individual,Manual,Second Owner,225312
1247,Maruti,2006,85000,60000,Petrol,Individual,Manual,Second Owner,102000
1248,Maruti,2015,280000,15000,Petrol,Individual,Manual,Second Owner,385207
1249,Mahindra,2016,850000,40000,Diesel,Individual,Manual,First Owner,1479256
1250,Datsun,2017,375000,20000,Petrol,Individual,Manual,Second Owner,628642
1251,Hyundai,2006,125000,120000,Diesel,Individual,Manual,Third Owner,150000
1252,Chevrolet,2012,250000,110000,Diesel,Individual,Manual,First Owner,358783
1253,Toyota,2014,715000,234000,Diesel,Individual,Manual,First Owner,1175429
1254,Hyundai,2011,220000,70000,Diesel,Individual,Manual,First Owner,264000
1255,Tata,2010,110000,110000,Diesel,Individual,Manual,Second Owner,132000
1256,Hyundai,2007,150000,84000,Petrol,Individual,Manual,Second Owner,180000
1257,Nissan,2012,300000,170000,Diesel,Individual,Manual,First Owner,432959
1258,Datsun,2017,220000,40000,Petrol,Individual,Manual,First Owner,286005
1259,Maruti,2006,75000,96000,Petrol,Individual,Manual,Second Owner,90000
1260,Tata,2009,100000,20000,Diesel,Individual,Manual,First Owner,106064
1261,Ford,2016,380000,15000,Petrol,Individual,Manual,First Owner,493322
1262,Hyundai,2007,100000,50000,Petrol,Individual,Manual,First Owner,120000
1263,Volkswagen,2010,480000,80000,Petrol,Individual,Manual,Second Owner,645733
1264,Toyota,2012,300000,124000,Diesel,Individual,Manual,First Owner,429362
1265,Chevrolet,2013,190000,70000,Diesel,Individual,Manual,First Owner,310446
1266,Ford,2012,190000,130000,Diesel,Individual,Manual,Second Owner,228000
1267,Ford,2017,650000,19014,Petrol,Dealer,Manual,First Owner,1112240
1268,Toyota,2009,300000,23262,Petrol,Dealer,Manual,First Owner,311718
1269,Ford,2016,700000,29600,Diesel,Dealer,Manual,First Owner,1137588
1270,Hyundai,2015,310000,35925,Petrol,Dealer,Manual,First Owner,372000
1271,Maruti,2018,500000,12000,Petrol,Individual,Manual,First Owner,794464
1272,Toyota,2013,415000,40771,Petrol,Dealer,Manual,First Owner,680413
1273,Maruti,2015,395000,30500,Petrol,Dealer,Automatic,Second Owner,510989
1274,Toyota,2014,430000,42000,Petrol,Dealer,Manual,Second Owner,627938
1275,Toyota,2007,215000,55800,Petrol,Dealer,Manual,Second Owner,244031
1276,Renault,2014,550000,66569,Diesel,Dealer,Manual,First Owner,747290
1277,Volkswagen,2014,415000,81358,Diesel,Dealer,Manual,First Owner,437665
1278,Volkswagen,2015,450000,82695,Diesel,Dealer,Manual,First Owner,740661
1279,Ford,2014,285000,68293,Diesel,Dealer,Manual,Second Owner,342000
1280,Honda,2016,580000,32000,Petrol,Dealer,Automatic,First Owner,858215
1281,Maruti,2014,300000,190621,Diesel,Dealer,Manual,First Owner,398466
1282,Hyundai,2018,1200000,60000,Diesel,Individual,Manual,First Owner,2004021
1283,Maruti,2006,78000,64700,Petrol,Individual,Manual,First Owner,93600
1284,Maruti,2002,65000,100000,Petrol,Individual,Manual,Second Owner,78000
1285,Tata,2016,400000,88470,Diesel,Individual,Manual,First Owner,648948
1286,Hyundai,2016,850000,75000,Diesel,Individual,Manual,First Owner,1321086
1287,Volkswagen,2013,450000,120000,Diesel,Individual,Manual,Second Owner,734643
1288,Mercedes-Benz,2012,2500000,35000,Diesel,Individual,Automatic,First Owner,4320619
1289,Toyota,2017,780000,70000,Diesel,Individual,Manual,First Owner,1143163
1290,Toyota,2017,3200000,57000,Diesel,Individual,Automatic,First Owner,5373158
1291,Maruti,2020,350000,1000,Petrol,Individual,Manual,First Owner,607935
1292,Mahindra,2013,285000,120000,Diesel,Individual,Manual,Second Owner,342000
1293,Volkswagen,2015,525000,98000,Diesel,Dealer,Manual,First Owner,714904
1294,Maruti,2014,550000,90000,Diesel,Dealer,Manual,Second Owner,865235
1295,Volkswagen,2018,580000,70000,Diesel,Individual,Manual,First Owner,1010785
1296,Tata,2013,75000,25000,Petrol,Individual,Manual,Third Owner,90000
1297,Tata,2009,185000,60000,Diesel,Individual,Manual,Third Owner,222000
1298,Maruti,2007,110000,90000,Petrol,Individual,Manual,Fourth & Above Owner,132000
1299,Honda,2004,180000,200000,Petrol,Individual,Manual,Second Owner,255243
1300,Volkswagen,2010,350000,110000,Diesel,Individual,Manual,Second Owner,387555
1301,Chevrolet,2005,60000,126000,Petrol,Individual,Manual,Second Owner,72000
1302,Mahindra,2018,695000,70000,Diesel,Individual,Manual,First Owner,991549
1303,Mahindra,2019,2700000,5000,Diesel,Individual,Automatic,First Owner,4560553
1304,Maruti,2007,135000,74183,Petrol,Individual,Manual,Second Owner,162000
1305,Mahindra,2015,640000,70000,Diesel,Individual,Manual,Second Owner,1039216
1306,Maruti,2014,160000,90000,Petrol,Individual,Manual,First Owner,192000
1307,Tata,2004,80000,46000,Petrol,Individual,Manual,Second Owner,96000
1308,Maruti,2013,340000,110000,Diesel,Individual,Manual,Second Owner,590049
1309,Maruti,2012,110000,80000,Diesel,Individual,Manual,Second Owner,132000
1310,Tata,2013,250000,90000,Diesel,Individual,Manual,Second Owner,293270
1311,Toyota,2017,1300000,70000,Diesel,Individual,Manual,First Owner,2111100
1312,Mahindra,2014,250000,1,Diesel,Individual,Manual,Second Owner,419494
1313,Toyota,2009,450000,192000,Diesel,Individual,Manual,First Owner,539514
1314,Maruti,2013,240000,70000,Petrol,Individual,Manual,Fourth & Above Owner,250030
1315,Mahindra,2007,225000,120000,Diesel,Individual,Manual,Second Owner,312809
1316,Maruti,2015,275000,60000,Petrol,Individual,Manual,Second Owner,436070
1317,Tata,2012,320000,120000,Diesel,Individual,Manual,Second Owner,329604
1318,Maruti,2008,75000,120000,Petrol,Individual,Manual,First Owner,90000
1319,Tata,2007,85000,50000,Petrol,Individual,Manual,Second Owner,102000
1320,Tata,2009,90000,120000,Diesel,Individual,Manual,First Owner,108000
1321,Maruti,2007,85000,80000,Petrol,Individual,Manual,Second Owner,102000
1322,Mahindra,2008,350000,80000,Diesel,Individual,Manual,Second Owner,453838
1323,Skoda,2009,355000,100000,Diesel,Individual,Automatic,Second Owner,426000
1324,Maruti,2020,619000,1500,Petrol,Individual,Manual,First Owner,975225
1325,Jeep,2018,1700000,50000,Diesel,Individual,Manual,First Owner,2865170
1326,Tata,2006,55000,100000,Diesel,Individual,Manual,Second Owner,66000
1327,Ford,2006,95000,83411,Petrol,Individual,Manual,First Owner,114000
1328,Volkswagen,2011,300000,120000,Diesel,Individual,Manual,Second Owner,398392
1329,Ford,2006,81000,83411,Petrol,Individual,Manual,First Owner,112607
1330,Skoda,2015,1000000,80000,Diesel,Individual,Automatic,Second Owner,1516918
1331,Maruti,2019,925000,50000,Diesel,Individual,Manual,First Owner,1553744
1332,Mahindra,2015,450000,40000,Diesel,Individual,Manual,First Owner,612825
1333,Mahindra,2014,600000,13270,Diesel,Individual,Manual,First Owner,860603
1334,Hyundai,2006,85000,100000,Petrol,Individual,Automatic,Third Owner,102000
1335,Mahindra,2016,700000,50000,Diesel,Individual,Manual,First Owner,1049980
1336,Hyundai,2017,486000,26500,Petrol,Individual,Manual,First Owner,608571
1337,Maruti,2013,400000,90000,Diesel,Individual,Manual,First Owner,429597
1338,Ford,2008,120000,100000,Petrol,Individual,Manual,Third Owner,144000
1339,Maruti,2018,275000,35000,Petrol,Individual,Manual,First Owner,388458
1340,Hyundai,2016,580000,57000,Diesel,Individual,Manual,First Owner,776799
1341,Maruti,2015,375000,70000,Petrol,Individual,Manual,First Owner,576556
1342,Maruti,2015,229999,100000,Petrol,Individual,Manual,Third Owner,275998
1343,Maruti,2010,110000,88000,Petrol,Individual,Manual,Second Owner,132000
1344,Maruti,2017,600000,60000,Diesel,Individual,Manual,First Owner,758791
1345,Maruti,2009,120000,76000,Petrol,Individual,Manual,Second Owner,144000
1346,Ford,2010,200000,100000,Diesel,Individual,Manual,Second Owner,326757
1347,Hyundai,2012,450000,110000,Diesel,Individual,Manual,Second Owner,621370
1348,Hyundai,2012,550000,80000,Diesel,Individual,Manual,Second Owner,787209
1349,Maruti,2012,220000,80000,Petrol,Individual,Manual,Second Owner,264000
1350,Maruti,2001,40000,30000,Petrol,Individual,Manual,First Owner,48000
1351,Renault,2017,300000,20000,Petrol,Individual,Automatic,First Owner,405870
1352,Mahindra,2018,630000,40000,Diesel,Individual,Manual,First Owner,810354
1353,Maruti,2017,610000,40000,Diesel,Individual,Manual,Second Owner,908096
1354,Hyundai,2019,660000,7000,Petrol,Individual,Manual,Second Owner,1132572
1355,Maruti,2012,220000,80000,LPG,Individual,Manual,Second Owner,364919
1356,Nissan,2011,138000,90000,Diesel,Individual,Manual,Second Owner,177753
1357,Nissan,2013,210000,13770,Diesel,Individual,Manual,First Owner,258181
1358,Maruti,2005,125000,34000,Petrol,Dealer,Manual,First Owner,150000
1359,Maruti,2008,125000,102000,Petrol,Dealer,Manual,First Owner,150000
1360,Honda,2014,725000,110000,Diesel,Individual,Manual,First Owner,1106077
1361,Maruti,2011,170000,90000,Petrol,Individual,Manual,Second Owner,204000
1362,Toyota,2015,1200000,70000,Diesel,Individual,Manual,Third Owner,1821459
1363,Maruti,2003,70000,90000,Petrol,Individual,Manual,Second Owner,84000
1364,Maruti,2007,100000,70000,Petrol,Individual,Manual,Second Owner,118924
1365,Honda,2006,300000,80000,Petrol,Individual,Manual,Second Owner,354673
1366,Maruti,2013,450000,100000,Diesel,Individual,Manual,Second Owner,593082
1367,Maruti,2015,530000,100000,Diesel,Individual,Manual,First Owner,697276
1368,Maruti,2007,100000,143000,Petrol,Individual,Manual,Third Owner,129153
1369,Honda,2010,350000,115000,Petrol,Individual,Manual,Second Owner,353933
1370,Tata,2011,165000,100000,Diesel,Individual,Manual,Second Owner,198000
1371,Maruti,2019,475000,120000,Diesel,Individual,Manual,Second Owner,542275
1372,Mahindra,2013,350000,42000,Diesel,Individual,Manual,First Owner,550586
1373,Renault,2016,229999,38000,Petrol,Individual,Manual,First Owner,275998
1374,Honda,2018,800000,35000,Diesel,Individual,Manual,First Owner,1360760
1375,Maruti,2014,475000,120000,Diesel,Individual,Manual,Second Owner,601546
1376,Nissan,2014,425000,136906,Diesel,Individual,Manual,First Owner,736436
1377,Maruti,2015,660000,97000,Diesel,Individual,Manual,Second Owner,1079586
1378,Honda,2019,610000,10000,Petrol,Individual,Automatic,First Owner,1007886
1379,Honda,2013,240000,50000,Petrol,Individual,Manual,Third Owner,365740
1380,Maruti,2005,70000,60000,Petrol,Individual,Manual,Second Owner,84000
1381,Toyota,2011,550000,120000,Diesel,Individual,Manual,First Owner,742537
1382,Tata,2010,100000,120000,Petrol,Individual,Manual,Second Owner,120000
1383,Mahindra,2010,350000,90000,Diesel,Individual,Manual,Second Owner,420000
1384,Hyundai,2013,200000,120000,Petrol,Individual,Manual,First Owner,240000
1385,Hyundai,2019,720000,3000,Petrol,Individual,Automatic,First Owner,1033834
1386,Maruti,2014,350000,133000,Diesel,Individual,Manual,First Owner,432635
1387,Maruti,2016,400000,25000,Petrol,Individual,Manual,First Owner,505139
1388,Hyundai,2017,570000,35000,Petrol,Individual,Manual,First Owner,897843
1389,Maruti,2015,130000,70000,Petrol,Individual,Manual,First Owner,156000
1390,Maruti,2016,210000,52000,Petrol,Individual,Manual,First Owner,252000
1391,Hyundai,2018,800000,52000,Diesel,Individual,Manual,First Owner,1256346
1392,Honda,2017,700000,39000,Diesel,Individual,Manual,First Owner,990386
1393,Tata,2011,200000,28689,Diesel,Individual,Manual,First Owner,259565
1394,Tata,2014,495000,90000,Diesel,Individual,Manual,Second Owner,641109
1395,Ford,2014,325000,80322,Diesel,Dealer,Manual,First Owner,345675
1396,Ford,2019,650000,8000,Petrol,Individual,Manual,First Owner,857271
1397,Mahindra,2000,155000,50000,Diesel,Individual,Manual,Second Owner,186000
1398,Maruti,2007,75000,90000,Petrol,Individual,Manual,Second Owner,90000
1399,Hyundai,2015,350000,61658,Diesel,Dealer,Manual,First Owner,433644
1400,Maruti,2010,90000,50000,Petrol,Individual,Manual,Third Owner,90469
1401,Maruti,2016,600000,80000,Diesel,Individual,Manual,First Owner,853412
1402,Mahindra,2010,400000,185000,Diesel,Individual,Manual,First Owner,428527
1403,Maruti,2014,370000,57000,Diesel,Individual,Manual,Second Owner,569107
1404,Maruti,2000,50000,60000,Petrol,Individual,Manual,First Owner,60000
1405,Honda,2004,125000,120000,Petrol,Individual,Manual,Second Owner,169328
1406,Honda,2018,1800000,26000,Diesel,Individual,Automatic,First Owner,3057544
1407,Hyundai,2019,650000,20000,Petrol,Individual,Automatic,First Owner,1072719
1408,Maruti,2017,800000,30600,Petrol,Individual,Automatic,First Owner,1202340
1409,Volkswagen,2020,802000,5000,Petrol,Individual,Manual,First Owner,1396948
1410,Audi,2015,2300000,35000,Diesel,Individual,Automatic,Third Owner,3753218
1411,Hyundai,2016,430000,35000,Diesel,Individual,Manual,First Owner,505186
1412,Hyundai,2017,650000,23000,Petrol,Individual,Manual,First Owner,889874
1413,Mahindra,2004,170000,120000,Diesel,Individual,Manual,First Owner,204000
1414,Skoda,2011,450000,235000,Diesel,Individual,Automatic,First Owner,522051
1415,Maruti,2013,250000,87000,Petrol,Individual,Manual,First Owner,327463
1416,Ford,2014,550000,72000,Petrol,Individual,Manual,Second Owner,901574
1417,Jaguar,2013,2000000,64000,Diesel,Individual,Automatic,Second Owner,3441729
1418,Maruti,2007,140000,100000,Petrol,Individual,Manual,Second Owner,203611
1419,Chevrolet,2012,155000,12000,Petrol,Individual,Manual,First Owner,170543
1420,Hyundai,2010,120000,67000,Petrol,Individual,Manual,Third Owner,144000
1421,Toyota,2012,287000,70000,Diesel,Individual,Manual,First Owner,385683
1422,Maruti,2016,675000,60000,Diesel,Individual,Manual,First Owner,979572
1423,Hyundai,2011,235000,74500,Petrol,Individual,Manual,Second Owner,282000
1424,Hyundai,2011,300000,118700,Diesel,Individual,Manual,Second Owner,314076
1425,Nissan,2015,434999,40000,Petrol,Individual,Automatic,Second Owner,745378
1426,Mahindra,2004,225000,223660,Diesel,Individual,Automatic,Third Owner,225709
1427,Toyota,2006,160000,140000,Petrol,Individual,Manual,Second Owner,214228
1428,Hyundai,2020,600000,5000,Petrol,Individual,Manual,First Owner,758975
1429,Chevrolet,2016,470000,100000,Diesel,Individual,Manual,Second Owner,548632
1430,Maruti,2011,300000,100000,Petrol,Individual,Manual,Second Owner,325171
1431,Maruti,2018,600000,2000,Petrol,Individual,Manual,First Owner,929536
1432,Hyundai,2020,640000,4000,Petrol,Individual,Automatic,First Owner,967294
1433,Tata,2006,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner,60000
1434,Hyundai,2015,600000,35000,Petrol,Individual,Manual,First Owner,826188
1435,Hyundai,2014,290000,29000,LPG,Individual,Manual,First Owner,294769
1436,Hyundai,2015,600000,30000,Petrol,Individual,Manual,First Owner,1015402
